Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3482,-,-,-,28.21,-16.78,0,407,0,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Clearsky DNI,Clearsky DHI,Asymmetry,Clearsky GHI,Cloud Type,Dew Point,Fill Flag,Relative Humidity,Ozone,DNI,DHI,GHI,Solar Zenith Angle,Surface Albedo,Pressure,Wind Speed,Wind Direction,Precipitable Water
2019,1,1,0,30,22,0.41000000000000003,0.054700000000000006,0,0,0.6900000000000001,0,1,12,0,53.18,0.271,0,0,0,169.55,0.14,1062,2,113,1.1
2019,1,1,1,30,22,0.41000000000000003,0.053000000000000005,0,0,0.6900000000000001,0,3,11.200000000000001,0,50.28,0.27,0,0,0,173.19,0.14,1063,1.9000000000000001,112,1
2019,1,1,2,30,22,0.4,0.052000000000000005,0,0,0.6900000000000001,0,1,10.4,0,47.71,0.269,0,0,0,161.34,0.14,1063,1.7000000000000002,105,1
2019,1,1,3,30,22.1,0.37,0.0528,0,0,0.6900000000000001,0,1,9.8,0,45.68,0.269,0,0,0,148.22,0.14,1063,1.7000000000000002,92,1
2019,1,1,4,30,22.200000000000003,0.34,0.056100000000000004,0,0,0.6900000000000001,0,3,9.600000000000001,0,44.69,0.268,0,0,0,135.02,0.14,1063,1.9000000000000001,85,1
2019,1,1,5,30,22.1,0.31,0.0604,0,0,0.6900000000000001,0,1,9.9,0,45.82,0.266,0,0,0,121.94,0.14,1063,2.6,94,0.9
2019,1,1,6,30,22.1,0.28,0.0663,0,0,0.6900000000000001,0,1,10.600000000000001,0,48.02,0.265,0,0,0,109.10000000000001,0.14,1063,3.3000000000000003,105,0.9
2019,1,1,7,30,22.200000000000003,0.25,0.0745,0,0,0.6900000000000001,0,1,11.4,0,50.35,0.263,0,0,0,96.65,0.14,1064,3.6,110,0.9
2019,1,1,8,30,22.6,0.24,0.0859,264,36,0.6900000000000001,61,3,12.3,3,52.02,0.262,0,25,25,84.62,0.14,1065,3.7,112,0.9
2019,1,1,9,30,23.1,0.24,0.0985,601,78,0.6900000000000001,246,3,13.100000000000001,0,53.5,0.262,27,105,113,73.74,0.14,1066,4,115,1
2019,1,1,10,30,23.3,0.22,0.11,738,104,0.6900000000000001,426,7,13.700000000000001,0,54.870000000000005,0.261,175,187,264,64.15,0.14,1066,4.2,119,1
2019,1,1,11,30,23.6,0.2,0.124,793,122,0.6900000000000001,559,7,13.8,0,54.09,0.261,515,185,468,56.63,0.14,1066,4.3,123,1.1
2019,1,1,12,30,23.900000000000002,0.22,0.1092,848,121,0.6900000000000001,642,7,13.4,0,51.7,0.26,616,176,554,52.11,0.14,1065,4.4,126,1.1
2019,1,1,13,30,24.1,0.2,0.1043,858,120,0.6900000000000001,655,7,12.700000000000001,0,49.04,0.259,690,155,585,51.4,0.14,1064,4.6000000000000005,128,1.1
2019,1,1,14,30,24.200000000000003,0.17,0.0975,843,112,0.6900000000000001,600,7,12.4,0,47.76,0.258,747,119,552,54.64,0.14,1064,4.5,127,1.1
2019,1,1,15,30,24.200000000000003,0.14,0.1091,770,109,0.6900000000000001,480,0,12.4,0,47.56,0.255,770,109,480,61.21,0.14,1064,4.3,123,1
2019,1,1,16,30,24.1,0.14,0.11040000000000001,644,92,0.6900000000000001,310,0,12.3,0,47.77,0.252,644,92,310,70.16,0.14,1065,3.9000000000000004,116,1
2019,1,1,17,30,23.6,0.14,0.1107,373,58,0.6900000000000001,119,0,12.5,0,49.620000000000005,0.251,373,58,119,80.67,0.14,1065,3.5,109,1
2019,1,1,18,30,23.200000000000003,0.14,0.1106,0,0,0.6900000000000001,0,0,12.700000000000001,0,51.68,0.25,0,0,0,92.37,0.14,1066,3.5,101,1
2019,1,1,19,30,22.900000000000002,0.14,0.1087,0,0,0.6900000000000001,0,1,12.9,0,53.22,0.25,0,0,0,104.64,0.14,1067,3.8000000000000003,96,1
2019,1,1,20,30,22.700000000000003,0.14,0.1057,0,0,0.6900000000000001,0,1,13.3,0,55.25,0.249,0,0,0,117.36,0.14,1067,4.2,91,1
2019,1,1,21,30,22.5,0.15,0.1033,0,0,0.6900000000000001,0,0,13.700000000000001,0,57.39,0.248,0,0,0,130.37,0.14,1067,4.3,87,1
2019,1,1,22,30,22.3,0.17,0.10210000000000001,0,0,0.6900000000000001,0,7,13.9,0,58.800000000000004,0.247,0,0,0,143.54,0.14,1067,4.3,81,1
2019,1,1,23,30,22.200000000000003,0.18,0.0999,0,0,0.6900000000000001,0,3,14,0,59.56,0.247,0,0,0,156.72,0.14,1067,4.3,77,1
2019,1,2,0,30,21.900000000000002,0.18,0.09620000000000001,0,0,0.6900000000000001,0,3,13.9,0,60.59,0.246,0,0,0,169.41,0.14,1067,4.7,72,1.1
2019,1,2,1,30,21.8,0.19,0.09230000000000001,0,0,0.6900000000000001,0,3,13.9,0,60.84,0.245,0,0,0,173.19,0.14,1067,4.800000000000001,73,1.1
2019,1,2,2,30,21.6,0.21,0.0887,0,0,0.6900000000000001,0,1,13.9,0,61.38,0.245,0,0,0,161.42000000000002,0.14,1067,4.800000000000001,76,1.1
2019,1,2,3,30,21.5,0.22,0.0852,0,0,0.6900000000000001,0,1,13.8,0,61.49,0.245,0,0,0,148.3,0.14,1066,4.7,78,1
2019,1,2,4,30,21.3,0.23,0.08220000000000001,0,0,0.6900000000000001,0,3,13.600000000000001,0,61.38,0.245,0,0,0,135.1,0.14,1066,4.6000000000000005,80,1
2019,1,2,5,30,21.3,0.23,0.08020000000000001,0,0,0.6900000000000001,0,1,13.3,0,60.47,0.246,0,0,0,122.01,0.14,1066,4.3,85,1.1
2019,1,2,6,30,21.200000000000003,0.24,0.0801,0,0,0.6900000000000001,0,1,13.200000000000001,0,60.300000000000004,0.246,0,0,0,109.17,0.14,1067,3.9000000000000004,91,1.1
2019,1,2,7,30,21.3,0.24,0.0814,0,0,0.6900000000000001,0,0,13.200000000000001,0,59.95,0.246,0,0,0,96.71000000000001,0.14,1068,3.7,99,1.1
2019,1,2,8,30,21.700000000000003,0.23,0.08360000000000001,262,36,0.6900000000000001,60,1,13.3,0,58.660000000000004,0.246,262,36,60,84.66,0.14,1069,3.9000000000000004,105,1.1
2019,1,2,9,30,22.200000000000003,0.23,0.08700000000000001,618,74,0.6900000000000001,247,2,13.200000000000001,3,56.7,0.246,295,100,182,73.77,0.14,1069,4.2,108,1.1
2019,1,2,10,30,22.6,0.22,0.0916,762,95,0.6900000000000001,428,1,13.100000000000001,0,54.910000000000004,0.246,762,95,428,64.16,0.14,1069,4.3,109,1.1
2019,1,2,11,30,23,0.21,0.0969,826,109,0.6900000000000001,563,0,12.8,0,52.730000000000004,0.245,826,109,563,56.61,0.14,1068,4.2,110,1.2000000000000002
2019,1,2,12,30,23.3,0.35000000000000003,0.0589,912,94,0.6900000000000001,655,0,12.600000000000001,0,50.86,0.244,912,94,655,52.050000000000004,0.14,1067,3.8000000000000003,114,1.2000000000000002
2019,1,2,13,30,23.5,0.35000000000000003,0.0608,914,96,0.6900000000000001,667,0,12.200000000000001,0,48.96,0.243,914,96,667,51.300000000000004,0.14,1066,3.3000000000000003,119,1.2000000000000002
2019,1,2,14,30,23.6,0.36,0.06380000000000001,887,94,0.6900000000000001,609,0,11.8,0,47.660000000000004,0.243,887,94,609,54.52,0.14,1066,2.7,119,1.3
2019,1,2,15,30,23.6,0.44,0.0574,846,83,0.6900000000000001,492,0,11.5,0,46.67,0.243,846,83,492,61.07,0.14,1065,2.4000000000000004,112,1.3
2019,1,2,16,30,23.400000000000002,0.44,0.058800000000000005,736,71,0.6900000000000001,322,0,11.4,0,46.730000000000004,0.244,736,71,322,70.02,0.14,1065,2.2,97,1.4000000000000001
2019,1,2,17,30,23.1,0.44,0.0589,499,47,0.6900000000000001,129,0,11.5,0,47.9,0.246,499,47,129,80.53,0.14,1066,2.2,82,1.4000000000000001
2019,1,2,18,30,22.700000000000003,0.45,0.0584,0,0,0.6900000000000001,0,0,11.700000000000001,0,49.97,0.248,0,0,0,92.23,0.14,1066,2.4000000000000004,73,1.4000000000000001
2019,1,2,19,30,22.5,0.47000000000000003,0.056900000000000006,0,0,0.6900000000000001,0,0,11.9,1,51.1,0.249,0,0,0,104.51,0.14,1066,2.7,71,1.4000000000000001
2019,1,2,20,30,22.200000000000003,0.49,0.0545,0,0,0.6900000000000001,0,0,12,0,52.39,0.25,0,0,0,117.23,0.14,1066,3,71,1.4000000000000001
2019,1,2,21,30,22,0.52,0.052000000000000005,0,0,0.6900000000000001,0,0,12.100000000000001,1,53.370000000000005,0.25,0,0,0,130.24,0.14,1066,3.2,69,1.4000000000000001
2019,1,2,22,30,21.700000000000003,0.56,0.05,0,0,0.6900000000000001,0,0,12.100000000000001,0,54.27,0.25,0,0,0,143.41,0.14,1066,3.3000000000000003,66,1.3
2019,1,2,23,30,21.6,0.59,0.0488,0,0,0.6900000000000001,0,0,12,0,54.38,0.25,0,0,0,156.59,0.14,1065,3.3000000000000003,64,1.3
2019,1,3,0,30,21.1,0.62,0.048100000000000004,0,0,0.6900000000000001,0,1,12.100000000000001,0,56.550000000000004,0.252,0,0,0,169.27,0.14,1065,3.6,58,1.3
2019,1,3,1,30,20.900000000000002,0.65,0.0475,0,0,0.6900000000000001,0,1,12.4,0,58.370000000000005,0.252,0,0,0,173.19,0.14,1065,3.8000000000000003,56,1.4000000000000001
2019,1,3,2,30,20.6,0.66,0.046900000000000004,0,0,0.6900000000000001,0,3,12.700000000000001,0,60.69,0.252,0,0,0,161.49,0.14,1065,3.9000000000000004,55,1.4000000000000001
2019,1,3,3,30,20.5,0.66,0.047,0,0,0.6900000000000001,0,1,12.9,0,61.71,0.253,0,0,0,148.37,0.14,1064,3.7,57,1.4000000000000001
2019,1,3,4,30,20.3,0.65,0.048,0,0,0.6900000000000001,0,1,13,0,62.730000000000004,0.253,0,0,0,135.17000000000002,0.14,1064,3.4000000000000004,59,1.4000000000000001
2019,1,3,5,30,20.3,0.64,0.0499,0,0,0.6900000000000001,0,3,13,0,63.07,0.253,0,0,0,122.08,0.14,1064,3.1,62,1.4000000000000001
2019,1,3,6,30,20.200000000000003,0.61,0.0524,0,0,0.6900000000000001,0,1,13.200000000000001,0,63.940000000000005,0.254,0,0,0,109.23,0.14,1065,2.9000000000000004,66,1.5
2019,1,3,7,30,20.3,0.59,0.054700000000000006,0,0,0.6900000000000001,0,0,13.3,0,64.22,0.253,0,0,0,96.76,0.14,1065,2.9000000000000004,69,1.5
2019,1,3,8,30,20.6,0.58,0.0558,340,31,0.6900000000000001,63,3,13.600000000000001,3,64.2,0.252,0,27,27,84.7,0.14,1065,3.3000000000000003,70,1.5
2019,1,3,9,30,21.1,0.5700000000000001,0.0567,676,62,0.6900000000000001,251,2,13.9,3,63.440000000000005,0.252,65,110,128,73.79,0.14,1065,3.6,74,1.5
2019,1,3,10,30,21.5,0.55,0.0579,811,79,0.6900000000000001,432,1,14,0,62.29,0.251,811,79,432,64.15,0.14,1065,3.6,79,1.5
2019,1,3,11,30,21.8,0.53,0.0597,875,89,0.6900000000000001,570,7,13.8,0,60.53,0.25,509,187,467,56.57,0.14,1065,3.5,83,1.5
2019,1,3,12,30,22.200000000000003,0.43,0.0726,884,100,0.6900000000000001,645,7,13.600000000000001,0,58.1,0.25,580,189,546,51.980000000000004,0.14,1064,3.4000000000000004,82,1.6
2019,1,3,13,30,22.5,0.44,0.0737,888,101,0.6900000000000001,658,3,13.4,0,56.53,0.249,426,248,515,51.2,0.14,1063,3.7,77,1.6
2019,1,3,14,30,22.6,0.46,0.0736,865,98,0.6900000000000001,601,0,13.5,0,56.54,0.249,865,98,601,54.39,0.14,1063,4,72,1.7000000000000002
2019,1,3,15,30,22.6,0.58,0.057800000000000004,837,82,0.6900000000000001,489,0,13.700000000000001,0,57.03,0.25,837,82,489,60.94,0.14,1063,4.1000000000000005,70,1.7000000000000002
2019,1,3,16,30,22.3,0.58,0.057,733,69,0.6900000000000001,321,0,13.700000000000001,0,58.370000000000005,0.249,733,69,321,69.88,0.14,1063,4,66,1.8
2019,1,3,17,30,22,0.59,0.0563,505,46,0.6900000000000001,130,0,13.8,0,59.75,0.249,505,46,130,80.39,0.14,1063,3.7,62,1.8
2019,1,3,18,30,21.5,0.6,0.0558,0,0,0.6900000000000001,0,3,13.9,0,61.95,0.25,0,0,0,92.09,0.14,1064,3.2,55,1.8
2019,1,3,19,30,21.200000000000003,0.61,0.055400000000000005,0,0,0.6900000000000001,0,0,13.9,0,63.13,0.251,0,0,0,104.37,0.14,1064,2.9000000000000004,49,1.9000000000000001
2019,1,3,20,30,21,0.63,0.054400000000000004,0,0,0.6900000000000001,0,7,14,0,64.11,0.252,0,0,0,117.09,0.14,1065,2.9000000000000004,46,1.9000000000000001
2019,1,3,21,30,20.700000000000003,0.65,0.0528,0,0,0.6900000000000001,0,3,14.100000000000001,0,65.86,0.253,0,0,0,130.11,0.14,1065,3.1,49,1.9000000000000001
2019,1,3,22,30,20.5,0.68,0.051500000000000004,0,0,0.6900000000000001,0,1,14.200000000000001,0,67.18,0.253,0,0,0,143.28,0.14,1064,3.3000000000000003,53,1.8
2019,1,3,23,30,20.400000000000002,0.71,0.05,0,0,0.6900000000000001,0,7,14.3,0,67.89,0.253,0,0,0,156.46,0.14,1064,3.4000000000000004,55,1.8
2019,1,4,0,30,20.1,0.74,0.0506,0,0,0.6900000000000001,0,1,14.3,0,69.32000000000001,0.254,0,0,0,169.13,0.14,1064,3.5,60,1.8
2019,1,4,1,30,20,0.78,0.051500000000000004,0,0,0.6900000000000001,0,0,14.3,0,69.77,0.254,0,0,0,173.17000000000002,0.14,1063,3.6,65,1.8
2019,1,4,2,30,19.900000000000002,0.81,0.0512,0,0,0.6900000000000001,0,1,14.3,0,70.28,0.254,0,0,0,161.55,0.14,1063,3.8000000000000003,69,1.7000000000000002
2019,1,4,3,30,19.8,0.85,0.0504,0,0,0.6900000000000001,0,0,14.4,0,70.83,0.254,0,0,0,148.44,0.14,1063,3.9000000000000004,72,1.7000000000000002
2019,1,4,4,30,19.8,0.89,0.0492,0,0,0.6900000000000001,0,0,14.3,0,70.79,0.254,0,0,0,135.24,0.14,1062,3.9000000000000004,78,1.7000000000000002
2019,1,4,5,30,19.900000000000002,0.91,0.0487,0,0,0.6900000000000001,0,1,14.3,0,70.23,0.253,0,0,0,122.15,0.14,1062,3.9000000000000004,84,1.7000000000000002
2019,1,4,6,30,20,0.93,0.0494,0,0,0.6900000000000001,0,7,14.3,0,69.51,0.253,0,0,0,109.29,0.14,1063,3.8000000000000003,91,1.7000000000000002
2019,1,4,7,30,20.200000000000003,0.92,0.05,0,0,0.6900000000000001,0,7,14.100000000000001,0,68.12,0.253,0,0,0,96.81,0.14,1063,3.5,99,1.7000000000000002
2019,1,4,8,30,20.5,0.89,0.0483,367,30,0.6900000000000001,63,7,14,3,66.42,0.254,134,32,45,84.73,0.14,1064,3.4000000000000004,106,1.7000000000000002
2019,1,4,9,30,20.900000000000002,0.85,0.046900000000000004,695,58,0.6900000000000001,252,2,13.9,0,64.31,0.255,23,104,111,73.8,0.14,1065,3.3000000000000003,111,1.7000000000000002
2019,1,4,10,30,21.200000000000003,0.81,0.0472,825,73,0.6900000000000001,433,3,13.8,0,62.58,0.255,282,177,299,64.14,0.14,1065,3,114,1.7000000000000002
2019,1,4,11,30,21.400000000000002,0.78,0.048600000000000004,886,82,0.6900000000000001,571,3,13.600000000000001,0,60.97,0.255,407,213,437,56.53,0.14,1065,2.7,116,1.7000000000000002
2019,1,4,12,30,21.700000000000003,0.45,0.0834,866,105,0.6900000000000001,639,4,13.3,0,59.01,0.254,220,286,421,51.9,0.14,1064,2.6,116,1.8
2019,1,4,13,30,21.8,0.46,0.0834,872,105,0.6900000000000001,653,2,13.200000000000001,0,58.1,0.253,325,274,478,51.09,0.14,1063,2.6,115,1.8
2019,1,4,14,30,21.900000000000002,0.47000000000000003,0.0834,851,102,0.6900000000000001,599,3,13.100000000000001,0,57.44,0.252,22,224,237,54.26,0.14,1063,2.6,113,1.8
2019,1,4,15,30,22,0.46,0.0882,791,96,0.6900000000000001,482,0,13,0,56.82,0.251,791,96,482,60.79,0.14,1063,2.5,111,1.8
2019,1,4,16,30,21.900000000000002,0.47000000000000003,0.0882,680,81,0.6900000000000001,316,0,13,0,56.94,0.251,680,81,316,69.73,0.14,1063,2.3000000000000003,110,1.8
2019,1,4,17,30,21.700000000000003,0.47000000000000003,0.0881,437,53,0.6900000000000001,127,0,13,0,57.53,0.252,437,53,127,80.25,0.14,1064,2.1,106,1.8
2019,1,4,18,30,21.5,0.47000000000000003,0.0878,0,0,0.6900000000000001,0,0,13,0,58.370000000000005,0.253,0,0,0,91.95,0.14,1064,2,99,1.8
2019,1,4,19,30,21.400000000000002,0.48,0.0891,0,0,0.6900000000000001,0,1,13.100000000000001,0,59.050000000000004,0.255,0,0,0,104.23,0.14,1065,2.1,93,1.8
2019,1,4,20,30,21.3,0.49,0.08950000000000001,0,0,0.6900000000000001,0,7,13.200000000000001,0,59.92,0.257,0,0,0,116.96000000000001,0.14,1066,2.3000000000000003,88,1.8
2019,1,4,21,30,21.1,0.5,0.0886,0,0,0.6900000000000001,0,3,13.4,0,61.31,0.259,0,0,0,129.97,0.14,1066,2.5,84,1.8
2019,1,4,22,30,20.900000000000002,0.5,0.0858,0,0,0.6900000000000001,0,3,13.5,1,62.68,0.261,0,0,0,143.15,0.14,1066,2.6,82,1.8
2019,1,4,23,30,20.8,0.51,0.0824,0,0,0.6900000000000001,0,7,13.600000000000001,0,63.52,0.261,0,0,0,156.33,0.14,1066,2.7,82,1.8
2019,1,5,0,30,20.6,0.54,0.0794,0,0,0.6900000000000001,0,1,13.700000000000001,0,64.72,0.26,0,0,0,168.99,0.14,1066,2.9000000000000004,83,1.7000000000000002
2019,1,5,1,30,20.400000000000002,0.5700000000000001,0.07640000000000001,0,0,0.6900000000000001,0,1,13.8,0,65.78,0.259,0,0,0,173.15,0.14,1066,3.1,82,1.6
2019,1,5,2,30,20.200000000000003,0.6,0.0731,0,0,0.6900000000000001,0,3,13.8,0,66.65,0.259,0,0,0,161.61,0.14,1065,3.2,82,1.6
2019,1,5,3,30,20.1,0.63,0.0709,0,0,0.6900000000000001,0,3,13.700000000000001,0,66.82000000000001,0.259,0,0,0,148.51,0.14,1065,3.3000000000000003,83,1.5
2019,1,5,4,30,20,0.66,0.0699,0,0,0.6900000000000001,0,7,13.600000000000001,0,66.5,0.26,0,0,0,135.31,0.14,1065,3.3000000000000003,86,1.5
2019,1,5,5,30,20,0.68,0.0697,0,0,0.6900000000000001,0,1,13.4,0,65.68,0.26,0,0,0,122.21000000000001,0.14,1065,3.4000000000000004,89,1.5
2019,1,5,6,30,20,0.68,0.0689,0,0,0.6900000000000001,0,1,13.200000000000001,0,64.98,0.261,0,0,0,109.34,0.14,1065,3.5,91,1.5
2019,1,5,7,30,20.1,0.68,0.0682,0,0,0.6900000000000001,0,4,13.100000000000001,0,64.19,0.261,0,0,0,96.85000000000001,0.14,1065,3.7,93,1.5
2019,1,5,8,30,20.5,0.66,0.06860000000000001,314,32,0.6900000000000001,61,7,13.100000000000001,3,62.33,0.262,0,5,5,84.76,0.14,1066,3.8000000000000003,98,1.4000000000000001
2019,1,5,9,30,21.1,0.64,0.0698,656,66,0.6900000000000001,249,6,13,0,59.77,0.262,0,12,12,73.81,0.14,1066,4.1000000000000005,104,1.4000000000000001
2019,1,5,10,30,21.700000000000003,0.6,0.0719,794,84,0.6900000000000001,431,6,12.9,0,57.47,0.261,104,188,233,64.12,0.14,1067,4.3,110,1.4000000000000001
2019,1,5,11,30,22.1,0.56,0.07540000000000001,858,96,0.6900000000000001,570,6,12.8,0,55.7,0.26,209,249,364,56.480000000000004,0.14,1066,4.3,114,1.4000000000000001
2019,1,5,12,30,22.400000000000002,0.4,0.1005,857,114,0.6900000000000001,644,6,12.700000000000001,0,54.370000000000005,0.259,13,219,228,51.82,0.14,1065,4.2,117,1.4000000000000001
2019,1,5,13,30,22.8,0.39,0.1027,859,116,0.6900000000000001,658,6,12.600000000000001,0,52.45,0.259,170,297,404,50.97,0.14,1065,4.1000000000000005,117,1.4000000000000001
2019,1,5,14,30,23,0.38,0.1033,837,112,0.6900000000000001,603,7,12.3,1,50.82,0.259,227,267,400,54.120000000000005,0.14,1064,3.9000000000000004,116,1.4000000000000001
2019,1,5,15,30,23.1,0.27,0.1336,739,117,0.6900000000000001,480,7,12,0,49.54,0.259,430,177,388,60.64,0.14,1065,3.7,114,1.3
2019,1,5,16,30,23,0.27,0.1282,624,96,0.6900000000000001,314,7,11.600000000000001,0,48.77,0.259,0,75,75,69.58,0.14,1065,3.5,112,1.3
2019,1,5,17,30,22.700000000000003,0.28,0.1212,378,61,0.6900000000000001,126,7,11.4,3,48.93,0.259,43,63,70,80.10000000000001,0.14,1065,3.2,108,1.3
2019,1,5,18,30,22.5,0.31,0.11420000000000001,0,0,0.6900000000000001,0,7,11.3,0,49.18,0.259,0,0,0,91.8,0.14,1066,3.2,104,1.3
2019,1,5,19,30,22.400000000000002,0.35000000000000003,0.1048,0,0,0.6900000000000001,0,7,11.3,0,49.44,0.259,0,0,0,104.09,0.14,1066,3.4000000000000004,100,1.2000000000000002
2019,1,5,20,30,22.3,0.4,0.09480000000000001,0,0,0.6900000000000001,0,7,11.3,0,49.67,0.26,0,0,0,116.82000000000001,0.14,1067,3.5,97,1.2000000000000002
2019,1,5,21,30,22.1,0.44,0.0849,0,0,0.6900000000000001,0,7,11.100000000000001,0,49.68,0.261,0,0,0,129.84,0.14,1067,3.5,96,1.2000000000000002
2019,1,5,22,30,22,0.48,0.0792,0,0,0.6900000000000001,0,7,10.8,0,48.97,0.261,0,0,0,143.01,0.14,1067,3.4000000000000004,94,1.2000000000000002
2019,1,5,23,30,22,0.5,0.0756,0,0,0.6900000000000001,0,3,10.5,0,47.94,0.261,0,0,0,156.19,0.14,1066,3.4000000000000004,93,1.2000000000000002
2019,1,6,0,30,21.8,0.48,0.0736,0,0,0.6900000000000001,0,3,10.200000000000001,0,47.660000000000004,0.261,0,0,0,168.84,0.14,1066,3.4000000000000004,85,1.2000000000000002
2019,1,6,1,30,21.8,0.44,0.076,0,0,0.6900000000000001,0,3,10.100000000000001,0,47.2,0.26,0,0,0,173.11,0.14,1066,3.4000000000000004,80,1.2000000000000002
2019,1,6,2,30,21.700000000000003,0.38,0.0833,0,0,0.6900000000000001,0,1,10,0,47.46,0.259,0,0,0,161.66,0.14,1066,3.6,76,1.2000000000000002
2019,1,6,3,30,21.6,0.31,0.09480000000000001,0,0,0.6900000000000001,0,0,10.3,0,48.43,0.259,0,0,0,148.58,0.14,1065,3.9000000000000004,77,1.2000000000000002
2019,1,6,4,30,21.400000000000002,0.26,0.1109,0,0,0.6900000000000001,0,3,10.8,0,50.83,0.26,0,0,0,135.37,0.14,1065,4.4,82,1.2000000000000002
2019,1,6,5,30,21.3,0.2,0.1332,0,0,0.6900000000000001,0,0,11.5,0,53.47,0.26,0,0,0,122.27,0.14,1065,4.800000000000001,90,1.2000000000000002
2019,1,6,6,30,21.200000000000003,0.15,0.1628,0,0,0.6900000000000001,0,1,12,0,55.84,0.259,0,0,0,109.39,0.14,1065,5.2,99,1.2000000000000002
2019,1,6,7,30,21.3,0.11,0.19590000000000002,0,0,0.6900000000000001,0,0,12.3,0,56.52,0.258,0,0,0,96.89,0.14,1066,5.4,109,1.2000000000000002
2019,1,6,8,30,21.8,0.08,0.224,68,40,0.6900000000000001,46,3,12,3,53.65,0.256,0,27,27,84.78,0.14,1066,5.7,118,1.2000000000000002
2019,1,6,9,30,22.400000000000002,0.06,0.2403,371,114,0.6900000000000001,218,2,11.3,3,49.6,0.255,74,110,131,73.81,0.14,1067,5.9,123,1.2000000000000002
2019,1,6,10,30,22.700000000000003,0.06,0.2431,553,154,0.6900000000000001,395,1,10.700000000000001,0,46.71,0.256,553,154,395,64.1,0.14,1067,5.9,125,1.1
2019,1,6,11,30,22.900000000000002,0.06,0.2391,653,174,0.6900000000000001,535,1,10.4,0,45.03,0.256,653,174,535,56.42,0.14,1066,5.6000000000000005,124,1.1
2019,1,6,12,30,23,0.49,0.07300000000000001,899,100,0.6900000000000001,657,7,10.200000000000001,0,44.38,0.256,715,144,587,51.72,0.14,1065,5.2,125,1.2000000000000002
2019,1,6,13,30,23,0.49,0.0787,897,104,0.6900000000000001,671,2,10.200000000000001,0,44.410000000000004,0.256,444,245,525,50.84,0.14,1065,4.9,126,1.2000000000000002
2019,1,6,14,30,23,0.47000000000000003,0.08370000000000001,871,104,0.6900000000000001,616,0,10.3,0,44.69,0.256,871,104,616,53.97,0.14,1065,4.5,125,1.2000000000000002
2019,1,6,15,30,22.8,0.32,0.11610000000000001,769,111,0.6900000000000001,490,1,10.4,0,45.480000000000004,0.256,769,111,490,60.49,0.14,1065,4.3,122,1.2000000000000002
2019,1,6,16,30,22.6,0.34,0.1145,652,92,0.6900000000000001,321,7,10.4,0,46.14,0.256,553,93,287,69.43,0.14,1065,4.1000000000000005,116,1.3
2019,1,6,17,30,22.200000000000003,0.37,0.10980000000000001,414,60,0.6900000000000001,132,0,10.5,0,47.36,0.257,414,60,132,79.95,0.14,1065,3.9000000000000004,107,1.2000000000000002
2019,1,6,18,30,21.900000000000002,0.41000000000000003,0.10200000000000001,0,0,0.6900000000000001,0,7,10.600000000000001,0,48.660000000000004,0.258,0,0,0,91.65,0.14,1065,3.9000000000000004,98,1.2000000000000002
2019,1,6,19,30,21.8,0.47000000000000003,0.0921,0,0,0.6900000000000001,0,7,10.8,0,49.5,0.258,0,0,0,103.95,0.14,1066,4.2,92,1.2000000000000002
2019,1,6,20,30,21.6,0.54,0.081,0,0,0.6900000000000001,0,7,10.9,0,50.58,0.259,0,0,0,116.68,0.14,1066,4.4,90,1.2000000000000002
2019,1,6,21,30,21.400000000000002,0.61,0.0713,0,0,0.6900000000000001,0,6,11,0,51.550000000000004,0.259,0,0,0,129.7,0.14,1066,4.5,91,1.2000000000000002
2019,1,6,22,30,21.3,0.67,0.0682,0,0,0.6900000000000001,0,6,11,0,51.95,0.259,0,0,0,142.88,0.14,1066,4.6000000000000005,90,1.2000000000000002
2019,1,6,23,30,21.200000000000003,0.68,0.0714,0,0,0.6900000000000001,0,7,11,0,52.160000000000004,0.259,0,0,0,156.06,0.14,1066,4.6000000000000005,90,1.2000000000000002
2019,1,7,0,30,21,0.63,0.08080000000000001,0,0,0.6900000000000001,0,6,10.9,0,52.44,0.259,0,0,0,168.69,0.14,1066,4.6000000000000005,90,1.2000000000000002
